Country,Financial closure year,total_projects,total_investment,resilient_projects,resilient_investment,resilient_share_count,resilient_share_value
Senegal,2023,5,1417.45,3.0,134.92000000000002,0.6,0.0951850153444566
Senegal,2024,3,804.6,1.0,110.7,0.3333333333333333,0.13758389261744966
Serbia ,2006,1,1937.39,0.0,0.0,0.0,0.0
Serbia ,2012,3,44.699999999999996,3.0,44.699999999999996,1.0,1.0
Serbia ,2014,2,562.6,2.0,562.6,1.0,1.0
Serbia ,2017,4,818.0,4.0,818.0,1.0,1.0
Serbia ,2018,1,1118.47,0.0,0.0,0.0,0.0
Serbia ,2019,1,42.56,0.0,0.0,0.0,0.0
Serbia ,2020,1,416.35,1.0,416.35,1.0,1.0
Serbia ,2022,1,18.46,1.0,18.46,1.0,1.0
Serbia ,2023,1,168.85,1.0,168.85,1.0,1.0
Serbia ,2024,3,416.78999999999996,3.0,416.78999999999996,1.0,1.0
Seychelles,2006,1,0.0,0.0,0.0,0.0,
Seychelles,2011,1,38.26,0.0,0.0,0.0,0.0
Sierra Leone,2007,1,1.18,0.0,0.0,0.0,0.0
Sierra Leone,2010,1,130.0,0.0,0.0,0.0,0.0
Sierra Leone,2011,1,30.0,1.0,30.0,1.0,1.0
Sierra Leone,2012,1,0.0,0.0,0.0,0.0,
Sierra Leone,2018,1,40.0,0.0,0.0,0.0,0.0
Sierra Leone,2023,1,1.2,1.0,1.2,1.0,1.0
Sierra Leone,2024,1,417.0,0.0,0.0,0.0,0.0
Solomon Islands,2012,2,0.0,2.0,0.0,1.0,
Solomon Islands,2019,1,233.37,1.0,233.37,1.0,1.0
Somalia,2001,2,0.0,0.0,0.0,0.0,
Somalia,2013,1,10.0,0.0,0.0,0.0,0.0
Somalia,2016,1,28.0,0.0,0.0,0.0,0.0
Somalia,2018,1,442.0,0.0,0.0,0.0,0.0
Somalia,2020,1,50.0,0.0,0.0,0.0,0.0
Somalia,2023,1,5.67,1.0,5.67,1.0,1.0
Somalia,2024,1,70.0,0.0,0.0,0.0,0.0
South Africa,2000,4,50.9,1.0,31.3,0.25,0.6149312377210217
South Africa,2001,4,512.4,1.0,0.0,0.25,0.0
South Africa,2003,2,1217.0,0.0,0.0,0.0,0.0
South Africa,2005,2,22.0,1.0,7.0,0.5,0.3181818181818182
South Africa,2006,3,3492.9,2.0,9.9,0.6666666666666666,0.0028343210512754447
South Africa,2010,1,6.0,0.0,0.0,0.0,0.0
South Africa,2011,1,97.0,0.0,0.0,0.0,0.0
South Africa,2012,29,5648.61,29.0,5648.61,1.0,1.0
South Africa,2013,12,2630.69,12.0,2630.69,1.0,1.0
South Africa,2014,3,87.0,3.0,87.0,1.0,1.0
South Africa,2015,19,4102.918,19.0,4102.918,1.0,1.0
South Africa,2016,3,1027.608,2.0,797.788,0.6666666666666666,0.7763544075172635
South Africa,2018,21,4347.23,21.0,4347.23,1.0,1.0
South Africa,2019,1,13.5,0.0,0.0,0.0,0.0
South Africa,2021,1,826.3,1.0,826.3,1.0,1.0
South Africa,2022,4,1422.48,3.0,1307.03,0.75,0.9188389291940835
South Africa,2023,11,1362.3600000000001,9.0,1124.3600000000001,0.8181818181818182,0.8253031504154555
South Africa,2024,5,1234.99,5.0,1234.99,1.0,1.0
South Sudan,2024,2,20.0,2.0,20.0,1.0,1.0
Sri Lanka,2001,4,136.5,2.0,4.5,0.5,0.03296703296703297
Sri Lanka,2002,3,40.75,2.0,38.7,0.6666666666666666,0.9496932515337424
Sri Lanka,2003,4,20.78,4.0,20.78,1.0,1.0
Sri Lanka,2004,5,80.8,4.0,18.8,0.8,0.23267326732673269
Sri Lanka,2005,3,64.1,2.0,4.1,0.6666666666666666,0.06396255850234009
Sri Lanka,2006,1,1.0,1.0,1.0,1.0,1.0
Sri Lanka,2007,4,46.0,4.0,46.0,1.0,1.0
Sri Lanka,2008,9,45.65,9.0,45.65,1.0,1.0
Sri Lanka,2009,5,41.7,5.0,41.7,1.0,1.0
Sri Lanka,2010,9,684.4,7.0,159.4,0.7777777777777778,0.23290473407364115
Sri Lanka,2011,12,616.96,11.0,116.96,0.9166666666666666,0.18957468879668046
Sri Lanka,2012,10,354.90000000000003,10.0,354.90000000000003,1.0,1.0
Sri Lanka,2014,1,13.585,1.0,13.585,1.0,1.0
Sri Lanka,2017,2,225.0,1.0,105.0,0.5,0.4666666666666667
Sri Lanka,2018,1,81.94,1.0,81.94,1.0,1.0
Sri Lanka,2021,1,70.64,1.0,70.64,1.0,1.0
Sri Lanka,2023,2,708.32,1.0,8.32,0.5,0.011746103456065055
St. Kitts and Nevis,2020,1,47.85,1.0,47.85,1.0,1.0
St. Lucia,2017,1,20.0,1.0,20.0,1.0,1.0
St. Vincent and the Grenadines,2019,1,82.0,1.0,82.0,1.0,1.0
Sudan,2003,1,177.0,0.0,0.0,0.0,0.0
Sudan,2004,1,159.0,0.0,0.0,0.0,0.0
Sudan,2006,1,30.0,0.0,0.0,0.0,0.0
Sudan,2007,1,120.7,1.0,120.7,1.0,1.0
Sudan,2019,1,604.37,0.0,0.0,0.0,0.0
Suriname,2023,1,14.5,0.0,0.0,0.0,0.0
Syrian Arab Republic,2001,2,161.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,2006,1,37.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,2009,1,45.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,2015,2,276.0,0.0,0.0,0.0,0.0
São Tomé and Principe,2004,1,50.0,1.0,50.0,1.0,1.0
São Tomé and Principe,2023,1,30.0,1.0,30.0,1.0,1.0
Tajikistan,2001,1,5.0,0.0,0.0,0.0,0.0
Tajikistan,2002,1,16.0,1.0,16.0,1.0,1.0
Tajikistan,2005,1,0.0,0.0,0.0,0.0,
Tajikistan,2006,1,720.0,1.0,720.0,1.0,1.0
Tajikistan,2008,1,220.0,1.0,220.0,1.0,1.0
Tajikistan,2022,1,4.5,1.0,4.5,1.0,1.0
Tanzania,2000,2,27.69,0.0,0.0,0.0,0.0
Tanzania,2001,4,438.5,0.0,0.0,0.0,0.0
Tanzania,2003,1,8.5,1.0,8.5,1.0,1.0
Tanzania,2005,9,85.0,0.0,0.0,0.0,0.0
Tanzania,2006,3,28.4,0.0,0.0,0.0,0.0
Tanzania,2007,1,134.0,0.0,0.0,0.0,0.0
Tanzania,2011,3,134.1,0.0,0.0,0.0,0.0
Tanzania,2016,1,28.0,0.0,0.0,0.0,0.0
Tanzania,2020,1,1.2,1.0,1.2,1.0,1.0
Tanzania,2023,4,487.0,2.0,30.0,0.5,0.061601642710472276
Tanzania,2024,3,187.0,1.0,15.0,0.3333333333333333,0.08021390374331551
Thailand,2000,14,918.1,10.0,283.1,0.7142857142857143,0.30835420978106964
Thailand,2001,6,1245.4,1.0,15.0,0.16666666666666666,0.012044323109041272
Thailand,2003,3,1381.0,1.0,36.0,0.3333333333333333,0.02606806661839247
Thailand,2004,3,439.0,2.0,0.0,0.6666666666666666,0.0
Thailand,2005,5,1747.6,3.0,241.6,0.6,0.1382467383840696
Thailand,2006,2,216.10000000000002,1.0,18.8,0.5,0.0869967607589079
Thailand,2008,2,1374.0,0.0,0.0,0.0,0.0
Thailand,2010,7,1055.361,4.0,456.21000000000004,0.5714285714285714,0.43227862314411847
Thailand,2011,9,1699.5,8.0,514.5,0.8888888888888888,0.3027360988526037
Thailand,2012,22,2109.1099999999997,20.0,822.9100000000001,0.9090909090909091,0.39016931312259684
Thailand,2013,12,616.19,10.0,261.19,0.8333333333333334,0.42387899836089515
Thailand,2014,6,4345.03,2.0,311.03,0.3333333333333333,0.07158293498548916
Thailand,2015,14,1742.005,11.0,1403.365,0.7857142857142857,0.8056033134233254
Thailand,2016,5,535.15,4.0,299.15,0.8,0.5590021489302065
Thailand,2017,8,4823.57,5.0,1350.07,0.625,0.2798902058019268
Thailand,2018,4,1999.02,3.0,464.62,0.75,0.23242388770497543
Thailand,2019,1,1653.34,0.0,0.0,0.0,0.0
Thailand,2020,4,254.8,3.0,119.06,0.75,0.4672684458398744
Thailand,2022,2,794.51,0.0,0.0,0.0,0.0
Thailand,2024,2,1798.7,2.0,1798.7,1.0,1.0
Timor-Leste,2002,1,0.0,0.0,0.0,0.0,
Timor-Leste,2018,1,490.0,0.0,0.0,0.0,0.0
Togo,2000,1,67.7,0.0,0.0,0.0,0.0
Togo,2005,2,666.9,0.0,0.0,0.0,0.0
Togo,2012,1,442.0,0.0,0.0,0.0,0.0
Togo,2020,2,182.23,2.0,182.23,1.0,1.0
Togo,2022,3,76.12,3.0,76.12,1.0,1.0
Togo,2024,1,60.2,0.0,0.0,0.0,0.0
Tonga,2000,3,7.0,0.0,0.0,0.0,0.0
Tonga,2011,1,6.4,1.0,6.4,1.0,1.0
Tunisia,2002,2,307.0,0.0,0.0,0.0,0.0
Tunisia,2006,1,2250.0,0.0,0.0,0.0,0.0
Tunisia,2007,1,840.0,0.0,0.0,0.0,0.0
Tunisia,2010,1,95.0,1.0,95.0,1.0,1.0
Tunisia,2019,1,10.0,1.0,10.0,1.0,1.0
Tunisia,2020,1,40.0,1.0,40.0,1.0,1.0
Tunisia,2022,2,104.98,2.0,104.98,1.0,1.0
Tunisia,2023,3,665.42,2.0,306.6,0.6666666666666666,0.46076162423732386
Tunisia,2024,3,104.10000000000001,3.0,104.10000000000001,1.0,1.0
Turkey,2000,2,3575.0,0.0,0.0,0.0,0.0
Turkey,2001,1,1700.0,0.0,0.0,0.0,0.0
Turkey,2002,1,360.0,0.0,0.0,0.0,0.0
Turkey,2004,14,423.15,0.0,0.0,0.0,0.0
Turkey,2005,5,9433.0,0.0,0.0,0.0,0.0
Turkey,2006,6,1642.7,2.0,280.7,0.3333333333333333,0.17087721434224143
Turkey,2007,4,2639.9,0.0,0.0,0.0,0.0
Turkey,2008,15,4742.7,10.0,1652.5,0.6666666666666666,0.3484302190735235
Turkey,2009,14,2164.0,12.0,1827.0,0.8571428571428571,0.8442698706099815
Turkey,2010,17,2947.48,15.0,2614.78,0.8823529411764706,0.8871239160231792
Turkey,2011,39,6571.42,32.0,2953.61,0.8205128205128205,0.44946297756040554
Turkey,2012,22,4271.75,20.0,1683.75,0.9090909090909091,0.39415930239363256
Turkey,2013,16,16403.6,7.0,339.6,0.4375,0.020702772562120515
Turkey,2014,17,15215.85,10.0,1056.45,0.5882352941176471,0.06943088950009366
Turkey,2015,10,38643.27,6.0,1301.5,0.6,0.0336798619785541
Turkey,2016,18,3615.0,16.0,2759.5,0.8888888888888888,0.7633471645919778
Turkey,2017,9,1801.38,7.0,720.9000000000001,0.7777777777777778,0.40019318522466113
Turkey,2018,10,7669.41,5.0,745.51,0.5,0.0972056520645004
Turkey,2019,9,1037.35,5.0,782.95,0.5555555555555556,0.7547597242974889
Turkey,2020,8,408.96999999999997,8.0,408.96999999999997,1.0,1.0
Turkey,2021,2,1134.0,2.0,1134.0,1.0,1.0
Turkey,2022,2,132.0,1.0,102.0,0.5,0.7727272727272727
Turkey,2023,3,235.82,3.0,235.82,1.0,1.0
Turkey,2024,10,3666.29,8.0,1707.09,0.8,0.46561783164997855
Uganda,2002,1,0.0,1.0,0.0,1.0,
Uganda,2003,2,18.1,1.0,6.8,0.5,0.3756906077348066
Uganda,2005,1,11.83,0.0,0.0,0.0,0.0
Uganda,2006,3,458.8,1.0,43.0,0.3333333333333333,0.09372275501307759
Uganda,2007,2,871.8,1.0,860.0,0.5,0.9864647855012618
Uganda,2008,4,160.0,3.0,72.0,0.75,0.45
Uganda,2009,7,118.0,3.0,86.0,0.42857142857142855,0.7288135593220338
Uganda,2012,1,34.0,1.0,34.0,1.0,1.0
Uganda,2015,2,45.4,2.0,45.4,1.0,1.0
Uganda,2016,4,64.03999999999999,4.0,64.03999999999999,1.0,1.0
Uganda,2017,1,19.3,1.0,19.3,1.0,1.0
Uganda,2019,1,87.0,1.0,87.0,1.0,1.0
Uganda,2021,1,229.5,0.0,0.0,0.0,0.0
Uganda,2022,1,22.0,1.0,22.0,1.0,1.0
Uganda,2023,2,226.0,1.0,19.0,0.5,0.084070796460177
Uganda,2024,2,135.0,1.0,95.0,0.5,0.7037037037037037
Ukraine,2002,5,167.52999999999997,0.0,0.0,0.0,0.0
Ukraine,2003,2,100.0,2.0,100.0,1.0,1.0
Ukraine,2007,4,248.7,0.0,0.0,0.0,0.0
Ukraine,2008,1,102.0,1.0,102.0,1.0,1.0
Ukraine,2009,1,130.0,0.0,0.0,0.0,0.0
Ukraine,2010,4,311.6,0.0,0.0,0.0,0.0
Ukraine,2011,6,2080.6,5.0,760.6,0.8333333333333334,0.36556762472363746
Ukraine,2012,21,978.0,10.0,940.2,0.47619047619047616,0.9613496932515337
Ukraine,2014,1,70.0,1.0,70.0,1.0,1.0
Ukraine,2017,3,174.5,2.0,24.5,0.6666666666666666,0.14040114613180515
Ukraine,2018,10,669.22,10.0,669.22,1.0,1.0
Ukraine,2019,12,1348.8600000000001,12.0,1348.8600000000001,1.0,1.0
Ukraine,2020,2,30.0,1.0,15.0,0.5,0.5
Ukraine,2021,2,1571.0,1.0,1451.0,0.5,0.9236155315085932
Uruguay,2001,1,500.0,0.0,0.0,0.0,0.0
Uzbekistan,2004,1,0.0,1.0,0.0,1.0,
Uzbekistan,2008,1,25.0,0.0,0.0,0.0,0.0
Uzbekistan,2019,1,12.0,1.0,12.0,1.0,1.0
Uzbekistan,2020,2,279.73,2.0,279.73,1.0,1.0
Uzbekistan,2021,1,1002.0,0.0,0.0,0.0,0.0
Uzbekistan,2022,3,1945.4,3.0,1945.4,1.0,1.0
Uzbekistan,2023,7,2693.94,6.0,1611.94,0.8571428571428571,0.5983577956450403
Uzbekistan,2024,7,1154.57,7.0,1154.57,1.0,1.0
Vanuatu,2009,1,5.6,1.0,5.6,1.0,1.0
Vanuatu,2013,1,17.8,0.0,0.0,0.0,0.0
"Venezuela, RB",2001,3,115.3,2.0,15.0,0.6666666666666666,0.13009540329575023
"Venezuela, RB",2003,1,9.47,0.0,0.0,0.0,0.0
"Venezuela, RB",2004,1,34.0,0.0,0.0,0.0,0.0
Vietnam,2001,2,241.0,1.0,154.0,0.5,0.6390041493775933
Vietnam,2002,2,1780.0,0.0,0.0,0.0,0.0
Vietnam,2003,5,659.0,2.0,7.0,0.4,0.010622154779969651
Vietnam,2005,9,365.2,6.0,145.0,0.6666666666666666,0.39704271631982474
Vietnam,2006,1,133.0,0.0,0.0,0.0,0.0
Vietnam,2007,8,454.36,5.0,168.06,0.625,0.3698829122281891
Vietnam,2008,4,535.3,2.0,170.3,0.5,0.31813936110592195
Vietnam,2009,7,806.3000000000001,5.0,339.3,0.7142857142857143,0.42081111248914793
Vietnam,2010,19,1077.65,18.0,922.6500000000001,0.9473684210526315,0.8561685148239224
Vietnam,2011,13,2771.77,11.0,653.77,0.8461538461538461,0.23586733386969336
Vietnam,2012,13,275.7,13.0,275.7,1.0,1.0
Vietnam,2013,1,275.5,0.0,0.0,0.0,0.0
Vietnam,2014,2,1790.0,1.0,50.0,0.5,0.027932960893854747
Vietnam,2016,3,293.4,2.0,288.9,0.6666666666666666,0.9846625766871165
Vietnam,2017,3,2479.0,2.0,79.0,0.6666666666666666,0.0318676885841065
Vietnam,2018,13,3645.7,12.0,1776.7,0.9230769230769231,0.4873412513371918
Vietnam,2019,11,4364.67,8.0,664.62,0.7272727272727273,0.15227268040882816
Vietnam,2020,15,2686.91,15.0,2686.91,1.0,1.0
Vietnam,2021,12,3375.66,10.0,983.66,0.8333333333333334,0.291397830350213
Vietnam,2022,7,4001.66,3.0,145.5,0.42857142857142855,0.03635991063708561
Vietnam,2023,2,117.0,2.0,117.0,1.0,1.0
Vietnam,2024,4,1664.0,3.0,264.0,0.75,0.15865384615384615
West Bank and Gaza,2000,2,173.8,0.0,0.0,0.0,0.0
"Yemen, Rep.",2004,1,0.0,0.0,0.0,0.0,
"Yemen, Rep.",2006,3,229.39,0.0,0.0,0.0,0.0
"Yemen, Rep.",2008,1,220.0,0.0,0.0,0.0,0.0
"Yemen, Rep.",2016,1,28.0,0.0,0.0,0.0,0.0
Zambia,2001,2,3.0,2.0,3.0,1.0,1.0
Zambia,2003,1,15.55,0.0,0.0,0.0,0.0
Zambia,2010,2,1989.0,1.0,1500.0,0.5,0.7541478129713424
Zambia,2011,1,239.0,1.0,239.0,1.0,1.0
Zambia,2015,1,830.0,0.0,0.0,0.0,0.0
Zambia,2017,1,59.0,1.0,59.0,1.0,1.0
Zambia,2018,1,45.0,1.0,45.0,1.0,1.0
Zambia,2021,1,336.0,1.0,336.0,1.0,1.0
Zambia,2023,2,38.5,1.0,7.5,0.5,0.19480519480519481
Zambia,2024,1,96.7,1.0,96.7,1.0,1.0
Zimbabwe,2011,1,97.0,0.0,0.0,0.0,0.0
Zimbabwe,2017,2,65.7,2.0,65.7,1.0,1.0
Zimbabwe,2022,2,377.05,2.0,377.05,1.0,1.0
Zimbabwe,2024,2,251.5,2.0,251.5,1.0,1.0
