Country,Financial closure year,total_investment,total_projects,green_investment,green_projects,green_share_value,green_share_count,total_investment_broad,total_projects_broad,green_investment_broad,green_projects_broad,green_share_value_broad,green_share_count_broad
Thailand,2010,1055.361,7.0,456.21000000000004,4.0,0.43227862314411847,0.5714285714285714,1055.361,7,456.21000000000004,4.0,0.43227862314411847,0.5714285714285714
Thailand,2011,1699.5,9.0,514.5,8.0,0.3027360988526037,0.8888888888888888,1699.5,9,514.5,8.0,0.3027360988526037,0.8888888888888888
Thailand,2012,2078.9,21.0,792.7,19.0,0.38130742219442976,0.9047619047619048,2078.9,21,792.7,19.0,0.38130742219442976,0.9047619047619048
Thailand,2013,616.19,12.0,261.19,10.0,0.42387899836089515,0.8333333333333334,616.19,12,261.19,10.0,0.42387899836089515,0.8333333333333334
Thailand,2014,4345.03,6.0,311.03,2.0,0.07158293498548916,0.3333333333333333,4345.03,6,311.03,2.0,0.07158293498548916,0.3333333333333333
Thailand,2015,1651.375,12.0,1312.7350000000001,9.0,0.7949345242600864,0.75,1651.375,12,1312.7350000000001,9.0,0.7949345242600864,0.75
Thailand,2016,433.28,3.0,197.28,2.0,0.45531757754800595,0.6666666666666666,433.28,3,197.28,2.0,0.45531757754800595,0.6666666666666666
Thailand,2017,1371.97,4.0,1254.47,3.0,0.9143567279167912,0.75,1467.57,6,1350.07,5.0,0.9199356759813841,0.8333333333333334
Thailand,2018,1706.02,3.0,171.62,2.0,0.1005967104723274,0.6666666666666666,1706.02,3,171.62,2.0,0.1005967104723274,0.6666666666666666
Thailand,2019,1653.34,1.0,0.0,0.0,0.0,0.0,1653.34,1,0.0,0.0,0.0,0.0
Thailand,2020,229.24,3.0,93.5,2.0,0.40786948176583493,0.6666666666666666,254.8,4,119.06,3.0,0.4672684458398744,0.75
Thailand,2022,794.51,2.0,0.0,0.0,0.0,0.0,794.51,2,0.0,0.0,0.0,0.0
Thailand,2024,1798.7,2.0,1798.7,2.0,1.0,1.0,1798.7,2,1798.7,2.0,1.0,1.0
Togo,2020,182.23,2.0,182.23,2.0,1.0,1.0,182.23,2,182.23,2.0,1.0,1.0
Togo,2022,76.12,3.0,76.12,3.0,1.0,1.0,76.12,3,76.12,3.0,1.0,1.0
Tonga,2011,6.4,1.0,6.4,1.0,1.0,1.0,6.4,1,6.4,1.0,1.0,1.0
Tunisia,2019,10.0,1.0,10.0,1.0,1.0,1.0,10.0,1,10.0,1.0,1.0,1.0
Tunisia,2020,40.0,1.0,40.0,1.0,1.0,1.0,40.0,1,40.0,1.0,1.0,1.0
Tunisia,2022,104.98,2.0,104.98,2.0,1.0,1.0,104.98,2,104.98,2.0,1.0,1.0
Tunisia,2023,86.0,1.0,86.0,1.0,1.0,1.0,86.0,1,86.0,1.0,1.0,1.0
Tunisia,2024,104.10000000000001,3.0,104.10000000000001,3.0,1.0,1.0,104.10000000000001,3,104.10000000000001,3.0,1.0,1.0
Turkey,2010,784.1800000000001,10.0,784.1800000000001,10.0,1.0,1.0,2614.78,15,2614.78,15.0,1.0,1.0
Turkey,2011,4329.27,30.0,1208.11,25.0,0.27905628431583146,0.8333333333333334,6074.77,37,2953.61,32.0,0.4862093544282335,0.8648648648648649
Turkey,2012,2431.4500000000003,15.0,1081.45,14.0,0.4447757510950256,0.9333333333333333,2923.75,20,1573.75,19.0,0.5382642154766994,0.95
Turkey,2013,6232.6,12.0,339.6,7.0,0.05448769373937041,0.5833333333333334,6232.6,12,339.6,7.0,0.05448769373937041,0.5833333333333334
Turkey,2014,11072.45,14.0,1056.45,10.0,0.09541248775113005,0.7142857142857143,11072.45,14,1056.45,10.0,0.09541248775113005,0.7142857142857143
Turkey,2015,1578.0700000000002,3.0,983.5,2.0,0.623229641270666,0.6666666666666666,1578.0700000000002,4,983.5,3.0,0.623229641270666,0.75
Turkey,2016,357.4,11.0,357.4,11.0,1.0,1.0,2759.5,16,2759.5,16.0,1.0,1.0
Turkey,2017,308.5,5.0,308.5,5.0,1.0,1.0,708.5,6,708.5,6.0,1.0,1.0
Turkey,2018,607.51,4.0,607.51,4.0,1.0,1.0,607.51,4,607.51,4.0,1.0,1.0
Turkey,2019,482.0,4.0,482.0,4.0,1.0,1.0,782.95,5,782.95,5.0,1.0,1.0
Turkey,2020,408.96999999999997,8.0,408.96999999999997,8.0,1.0,1.0,408.96999999999997,8,408.96999999999997,8.0,1.0,1.0
Turkey,2021,1110.0,1.0,1110.0,1.0,1.0,1.0,1134.0,2,1134.0,2.0,1.0,1.0
Turkey,2022,102.0,1.0,102.0,1.0,1.0,1.0,102.0,1,102.0,1.0,1.0,1.0
Turkey,2023,235.82,3.0,235.82,3.0,1.0,1.0,235.82,3,235.82,3.0,1.0,1.0
Turkey,2024,1707.09,8.0,1707.09,8.0,1.0,1.0,1707.09,8,1707.09,8.0,1.0,1.0
Uganda,2012,34.0,1.0,34.0,1.0,1.0,1.0,34.0,1,34.0,1.0,1.0,1.0
Uganda,2015,45.4,2.0,45.4,2.0,1.0,1.0,45.4,2,45.4,2.0,1.0,1.0
Uganda,2016,64.03999999999999,4.0,64.03999999999999,4.0,1.0,1.0,64.03999999999999,4,64.03999999999999,4.0,1.0,1.0
Uganda,2017,19.3,1.0,19.3,1.0,1.0,1.0,19.3,1,19.3,1.0,1.0,1.0
Uganda,2019,87.0,1.0,87.0,1.0,1.0,1.0,87.0,1,87.0,1.0,1.0,1.0
Uganda,2022,22.0,1.0,22.0,1.0,1.0,1.0,22.0,1,22.0,1.0,1.0,1.0
Uganda,2023,19.0,1.0,19.0,1.0,1.0,1.0,19.0,1,19.0,1.0,1.0,1.0
Uganda,2024,95.0,1.0,95.0,1.0,1.0,1.0,95.0,1,95.0,1.0,1.0,1.0
Ukraine,2010,311.6,4.0,0.0,0.0,0.0,0.0,311.6,4,0.0,0.0,0.0,0.0
Ukraine,2011,760.6,5.0,760.6,5.0,1.0,1.0,760.6,5,760.6,5.0,1.0,1.0
Ukraine,2012,940.2,10.0,940.2,10.0,1.0,1.0,940.2,10,940.2,10.0,1.0,1.0
Ukraine,2017,24.5,2.0,24.5,2.0,1.0,1.0,24.5,2,24.5,2.0,1.0,1.0
Ukraine,2018,669.22,10.0,669.22,10.0,1.0,1.0,669.22,10,669.22,10.0,1.0,1.0
Ukraine,2019,1348.8600000000001,12.0,1348.8600000000001,12.0,1.0,1.0,1348.8600000000001,12,1348.8600000000001,12.0,1.0,1.0
Ukraine,2020,15.0,1.0,15.0,1.0,1.0,1.0,15.0,1,15.0,1.0,1.0,1.0
Ukraine,2021,1451.0,1.0,1451.0,1.0,1.0,1.0,1451.0,1,1451.0,1.0,1.0,1.0
Uzbekistan,2019,12.0,1.0,12.0,1.0,1.0,1.0,12.0,1,12.0,1.0,1.0,1.0
Uzbekistan,2020,120.0,1.0,120.0,1.0,1.0,1.0,120.0,1,120.0,1.0,1.0,1.0
Uzbekistan,2021,1002.0,1.0,0.0,0.0,0.0,0.0,1002.0,1,0.0,0.0,0.0,0.0
Uzbekistan,2022,1945.4,3.0,1945.4,3.0,1.0,1.0,1945.4,3,1945.4,3.0,1.0,1.0
Uzbekistan,2023,2693.94,7.0,1611.94,6.0,0.5983577956450403,0.8571428571428571,2693.94,7,1611.94,6.0,0.5983577956450403,0.8571428571428571
Uzbekistan,2024,1154.57,7.0,1154.57,7.0,1.0,1.0,1154.57,7,1154.57,7.0,1.0,1.0
Vietnam,2010,435.05,13.0,435.05,13.0,1.0,1.0,922.6500000000001,18,922.6500000000001,18.0,1.0,1.0
Vietnam,2011,2495.17,11.0,377.16999999999996,9.0,0.1511600411995976,0.8181818181818182,2771.77,13,653.77,11.0,0.23586733386969336,0.8461538461538461
Vietnam,2012,138.3,11.0,138.3,11.0,1.0,1.0,258.5,12,258.5,12.0,1.0,1.0
Vietnam,2014,1790.0,2.0,50.0,1.0,0.027932960893854747,0.5,1790.0,2,50.0,1.0,0.027932960893854747,0.5
Vietnam,2016,,,,,,,200.0,1,200.0,1.0,1.0,1.0
Vietnam,2017,2400.0,1.0,0.0,0.0,0.0,0.0,2400.0,1,0.0,0.0,0.0,0.0
Vietnam,2018,3645.7,13.0,1776.7,12.0,0.4873412513371918,0.9230769230769231,3645.7,13,1776.7,12.0,0.4873412513371918,0.9230769230769231
Vietnam,2019,3180.48,8.0,505.48,7.0,0.15893198510916592,0.875,3180.48,8,505.48,7.0,0.15893198510916592,0.875
Vietnam,2020,2686.91,15.0,2686.91,15.0,1.0,1.0,2686.91,15,2686.91,15.0,1.0,1.0
Vietnam,2021,3102.66,9.0,809.66,8.0,0.2609567274532176,0.8888888888888888,3276.66,11,983.66,10.0,0.3002020349990539,0.9090909090909091
Vietnam,2022,2487.16,3.0,125.5,2.0,0.050459158236703716,0.6666666666666666,2487.16,3,125.5,2.0,0.050459158236703716,0.6666666666666666
Vietnam,2023,117.0,2.0,117.0,2.0,1.0,1.0,117.0,2,117.0,2.0,1.0,1.0
Vietnam,2024,1640.0,3.0,240.0,2.0,0.14634146341463414,0.6666666666666666,1640.0,3,240.0,2.0,0.14634146341463414,0.6666666666666666
Zambia,2010,,,,,,,1500.0,1,1500.0,1.0,1.0,1.0
Zambia,2011,,,,,,,239.0,1,239.0,1.0,1.0,1.0
Zambia,2015,830.0,1.0,0.0,0.0,0.0,0.0,830.0,1,0.0,0.0,0.0,0.0
Zambia,2017,59.0,1.0,59.0,1.0,1.0,1.0,59.0,1,59.0,1.0,1.0,1.0
Zambia,2018,45.0,1.0,45.0,1.0,1.0,1.0,45.0,1,45.0,1.0,1.0,1.0
Zambia,2021,336.0,1.0,336.0,1.0,1.0,1.0,336.0,1,336.0,1.0,1.0,1.0
Zambia,2023,7.5,1.0,7.5,1.0,1.0,1.0,7.5,1,7.5,1.0,1.0,1.0
Zambia,2024,96.7,1.0,96.7,1.0,1.0,1.0,96.7,1,96.7,1.0,1.0,1.0
Zimbabwe,2017,65.7,2.0,65.7,2.0,1.0,1.0,65.7,2,65.7,2.0,1.0,1.0
Zimbabwe,2022,43.0,1.0,43.0,1.0,1.0,1.0,43.0,1,43.0,1.0,1.0,1.0
Zimbabwe,2024,251.5,2.0,251.5,2.0,1.0,1.0,251.5,2,251.5,2.0,1.0,1.0
